a#atingido	atingido	a	01274261
a#atingível	atingível	a	01822153
a#ativado	ativado	a	01954005
a#ativista	ativista	a	00039122
a#ativo	ativo	a	00038750
a#ativo_em_excesso	ativo_em_excesso	a	00033206
a#atlântico	atlântico	a	02946507
a#atlético	atlético	a	00828661 02907656 00032497
a#atmosférico	atmosférico	a	02831736
a#atonal	atonal	a	02438188
a#atractivo	atractivo	a	02376277
a#atraente	atraente	a	00218440
a#atrapalhado	atrapalhado	a	01140896
a#atrasado	atrasado	a	00942871
a#atrevido	atrevido	a	02280090
a#atrial	atrial	a	02647497
a#atribuido	atribuido	a	00846944
a#atribuível	atribuível	a	00171872
a#atrioventricular	atrioventricular	a	02647688
a#atroz	atroz	a	00193480 01126291 02514380 01131454
a#atrófico	atrófico	a	03009360
a#atual	atual	a	00667079 00666610 00668208
a#atuarial	atuarial	a	02939542
a#até_a_data	até_a_data	a	00668208
a#atípico	atípico	a	02469928
a#atómico	atómico	a	00610532 02884619 02862444 02862629 00331259
a#atômico	atômico	a	00610532 02884619
a#audacioso	audacioso	a	00250119 00066146
a#audaz	audaz	a	00249721 00250119 00066146
a#audiovisual	audiovisual	a	02648392
a#auditivo	auditivo	a	02868704 02648698 02648847
a#audível	audível	a	00173764
a#augusto	augusto	a	01226660
a#aumentado	aumentado	a	00880586
a#aumentativo	aumentativo	a	01340522 02535645
a#aurífero	aurífero	a	01528349
a#auscultatório	auscultatório	a	02650214
a#ausente	ausente	a	00165171 01847672
a#auspicioso	auspicioso	a	00176150
a#austero	austero	a	01792387
a#austral	austral	a	01605327
a#australiano	australiano	a	03045750
a#austríaco	austríaco	a	02961099
a#auto-confiante	auto-confiante	a	00339742
a#auto-suficiente	auto-suficiente	a	00729439
a#autobiográfico	autobiográfico	a	02651468 02651244
a#autocrático	autocrático	a	00717684
a#autoimune	autoimune	a	02649399
a#automobilístico	automobilístico	a	02926936
a#automotivo	automotivo	a	02926936 01562488
a#automotor	automotor	a	01562488
a#automático	automático	a	00181476 01499999 02522669
a#autonómico	autonómico	a	02522938
a#autonômico	autonômico	a	02522938 01062393
a#autopropelido	autopropelido	a	00810164 01562488
a#autoritário	autoritário	a	00787357
a#autorizada	autorizada	a	01632808
a#autorizado	autorizado	a	01632808
a#autárquico	autárquico	a	01038580
a#autêntico	autêntico	a	01115635 01115349 02460964 02465115
a#autónomo	autónomo	a	00863823
a#autônoma	autônoma	a	01062393
a#autônomo	autônomo	a	00728431 02522938 00863823 01062393
a#auxiliar	auxiliar	a	01854129 02354897 00793250
a#avançado	avançado	a	01211296 01840121 00198383
a#avariado	avariado	a	00679147
a#avaro	avaro	a	00029933
a#avelaneira	avelaneira	a	00376342
a#aventureiro	aventureiro	a	00065791
a#averiguável	averiguável	a	00738829
a#avermelhado	avermelhado	a	00381097
a#avesso	avesso	a	01293542
a#avulso	avulso	a	01104026
a#axial	axial	a	01445063
a#axiomático	axiomático	a	01618895
a#axonal	axonal	a	02655431
a#azarado	azarado	a	01150205 00478872 01050890
a#azeda	azeda	a	00025470
a#azedo	azedo	a	02369179
a#aziago	aziago	a	01883106
a#azul	azul	a	00370267 00370869 01606058
a#azul_claro	azul_claro	a	00370267
a#azulado	azulado	a	00370869
a#aéreo	aéreo	a	01380267
a#aórtico	aórtico	a	02631812
a#bacteriano	bacteriano	a	02833544
a#bactericida	bactericida	a	02116054
a#bacteriostático	bacteriostático	a	02657619
a#bagunceiro	bagunceiro	a	02122715
a#bagunçado	bagunçado	a	02426042
a#bah	bah	a	02074929
a#baio	baio	a	00384099
a#baixa	baixa	a	01212469 01455732
a#baixo	baixo	a	01455732
a#balístico	balístico	a	02658188
a#banal	banal	a	01688757 01673946 02583898
a#banda_larga	banda_larga	a	02671202
a#barato	barato	a	00934199
a#barbado	barbado	a	00217075
a#barbudo	barbudo	a	00217075
a#barométrico	barométrico	a	02658835
a#barroco	barroco	a	01575424
a#barulhento	barulhento	a	01919931
a#basal	basal	a	00318667
a#basilar	basilar	a	01855764
a#basofílico	basofílico	a	03008659
a#bastante	bastante	a	02335828 00013887 00014490
a#basto	basto	a	00013887
a#batalhador	batalhador	a	00084795
a#batido	batido	a	03147543
a#beatificação	beatificação	a	01130614
a#beato	beato	a	01451768
a#bela	bela	a	00217728
a#belga	belga	a	02960507
a#belicoso	belicoso	a	01518860 01742715 00082766
a#beligerante	beligerante	a	01244846
a#belo	belo	a	00217728 00218305
a#belorusso	belorusso	a	02660940
a#bem-intencionado	bem-intencionado	a	01247025
a#bem-sucedido	bem-sucedido	a	02331262
a#bem_acabado	bem_acabado	a	01837744
a#bem_barbeado	bem_barbeado	a	02153705
a#bem_bolado	bem_bolado	a	02423284
a#bem_conhecido	bem_conhecido	a	01376705
a#bem_disposto	bem_disposto	a	00061262
a#bem_parecido	bem_parecido	a	00218950
a#bem_sucedido	bem_sucedido	a	02331262
a#bendito	bendito	a	02054075 01148764 00670741
a#beneficiário	beneficiário	a	02661314
a#benevolente	benevolente	a	01372948
a#benfeitor	benfeitor	a	00223802
a#benigno	benigno	a	00226618 01372773 01372568 02594565
a#benzóico	benzóico	a	02662020
a#benéfico	benéfico	a	00064787
a#benévolo	benévolo	a	01372948
a#berrante	berrante	a	01452593
a#bi	bi	a	01203147
a#biblico	biblico	a	02854521
a#bibliográfico	bibliográfico	a	02662538
a#bicentenário	bicentenário	a	02999190
a#bicipital	bicipital	a	02663676
a#bicolor	bicolor	a	00396115
a#biconvexo	biconvexo	a	00537745
a#bicôncavo	bicôncavo	a	00536008
a#bicúspide	bicúspide	a	02048449
a#bidimensional	bidimensional	a	00658942
a#bidirecional	bidirecional	a	00233442
a#bielo-russo	bielo-russo	a	02660940
a#bifocal	bifocal	a	00330396
a#bifurcado	bifurcado	a	02479602
a#bigeminal	bigeminal	a	02216890
a#bilabial	bilabial	a	03048385
a#bilateral	bilateral	a	02372118 01946012 00237788
a#biliar	biliar	a	02663950
a#bilinear	bilinear	a	01417678
a#bilíngüe	bilíngüe	a	01545777
a#bimanual	bimanual	a	02028046
a#bimetal	bimetal	a	01528463
a#bimetálico	bimetálico	a	01528463
a#bimodal	bimodal	a	00240197
a#bimolecular	bimolecular	a	02900932
a#binocular	binocular	a	02872265
a#binomial	binomial	a	00121183
a#binominal	binominal	a	00121183
a#binucleado	binucleado	a	00241260
a#binária	binária	a	00121183
